order_id,ticket_id,OrderDateKey,DepartureDateKey,ArrivalDateKey,PassengerKey,ChannelKey,AirlineKey,OriginKey,DestinationKey,RouteKey,SeatClassKey,ticket_price,discount_amount,insurance_fee,baggage,lead_time_days,BookingKey,DiscountRate,CancellationFlag,ProfitAmount
20226,31306,1,34,34,4,3,1,4,8,10,2,1014090,45000,0,0,33,42,0.044374759636718636,0,969090
20218,31295,1,34,34,3367,1,1,4,8,10,2,1106280,55000,0,0,33,43,0.049716165889286616,0,1051280
20154,31189,1,9,9,2406,1,1,4,8,10,11,1097900,40000,0,0,8,44,0.036433190636670006,0,1057900
20154,31187,1,9,9,2406,1,1,4,8,10,11,878320,45000,0,0,8,45,0.0512341743328172,0,833320
20154,31191,1,9,9,2406,1,1,4,8,10,11,1207690,45000,0,158400,8,46,0.03726121769659432,0,1162690
20155,31194,1,40,40,14,1,2,4,9,11,4,1916100,0,0,0,39,47,0.0,0,1916100
20193,31250,1,19,19,31,3,2,4,9,11,4,1722600,0,0,0,18,48,0.0,0,1722600
20193,31246,1,19,19,31,3,2,4,9,11,4,1975000,0,0,0,18,49,0.0,0,1975000
20193,31248,1,19,19,31,3,2,4,9,11,4,1975000,0,0,0,18,50,0.0,0,1975000
20168,31212,1,31,32,5462,2,2,4,9,11,5,1733000,0,0,158400,30,51,0.0,0,1733000
20176,31223,1,6,6,19,1,1,4,9,11,13,1558590,22000,0,0,5,52,0.01411532218222881,0,1536590
20179,31226,1,6,6,19,1,1,4,9,11,13,1700280,16000,0,0,5,53,0.00941021478815254,0,1684280
20210,31278,1,16,16,33,1,1,4,9,11,3,1310400,55000,45000,0,15,54,0.04197191697191697,0,1210400
20184,31232,1,1,1,34,2,1,4,9,11,3,1965600,16000,0,0,0,55,0.00814000814000814,0,1949600
20252,31351,1,7,8,35,1,1,4,9,11,2,1426700,60000,0,0,6,56,0.04205509217074367,0,1366700
20223,31302,1,1,2,17,1,1,4,9,11,14,2560000,0,0,0,0,57,0.0,0,2560000
20229,31314,1,8,8,4255,1,3,4,9,11,15,1719900,0,0,0,7,58,0.0,0,1719900
20191,31243,1,3,3,2415,1,1,4,2,12,2,893090,40000,0,0,2,59,0.044788319206350985,0,853090
20227,31308,1,2,2,39,2,1,4,2,12,13,963270,40000,0,0,1,60,0.04152522138133649,0,923270
20227,31309,1,2,2,39,2,1,4,2,12,13,1050840,60000,0,0,1,61,0.05709717939933767,0,990840
20188,31237,1,8,8,42,3,1,4,3,13,2,649520,40000,0,0,7,62,0.0615839389087326,0,609520
20188,31239,1,8,8,42,3,1,4,3,13,2,676710,60000,0,0,7,63,0.08866427273130292,0,616710
20188,31238,1,8,8,42,3,1,4,3,13,2,893090,50000,0,0,7,64,0.05598539900793873,0,843090
20230,31315,1,2,2,43,1,3,4,3,13,16,1108000,0,0,0,1,65,0.0,0,1108000
20203,31264,1,8,8,42,3,3,4,3,13,10,946800,60000,0,0,7,66,0.06337135614702155,0,886800
20203,31265,1,8,8,42,3,3,4,3,13,10,946800,40000,0,0,7,67,0.04224757076468103,0,906800
20147,31173,1,35,35,2487,1,3,4,3,13,10,988900,60000,0,0,34,68,0.06067347557892608,0,928900
20231,31316,1,2,2,2119,2,1,4,5,14,3,1108470,20000,0,0,1,69,0.01804288794464442,0,1088470
20183,31231,1,3,3,46,1,1,4,5,14,1,1084700,20000,0,0,2,70,0.018438277864847422,0,1064700
20239,31330,1,3,3,46,1,1,4,5,14,11,847530,24000,0,0,2,71,0.028317581678524655,0,823530
20217,31294,1,3,3,46,1,1,4,5,14,17,1394040,55000,0,0,2,72,0.039453674213078535,0,1339040
20206,31270,1,6,6,5727,3,3,4,5,14,16,1073600,16000,0,0,5,73,0.014903129657228018,0,1057600
20208,31275,1,22,22,311,1,3,4,10,15,12,1052400,18000,0,0,21,74,0.01710376282782212,0,1034400
20208,31273,1,22,22,311,1,3,4,10,15,12,1052400,20000,50000,0,21,75,0.019004180919802355,0,982400
20213,31284,1,22,22,311,1,4,4,10,15,18,631040,45000,0,0,21,76,0.07131085192697768,0,586040
20213,31282,1,22,22,311,1,4,4,10,15,18,946560,45000,0,0,21,77,0.04754056795131846,0,901560
20220,31298,1,8,8,50,1,1,4,11,16,2,737520,45000,0,0,7,78,0.06101529450048812,0,692520
20224,31304,1,14,14,51,1,3,4,11,16,15,1085700,24000,0,0,13,79,0.022105554020447636,0,1061700
20225,31305,1,14,14,51,1,3,4,11,16,15,1085700,20000,0,0,13,80,0.018421295017039697,0,1065700
20249,31341,1,2,2,52,2,1,4,12,17,11,1368270,50000,0,0,1,81,0.03654249526774686,0,1318270
20248,31340,1,2,2,52,1,1,4,12,17,11,1672330,50000,0,0,1,82,0.029898405219065616,0,1622330
20149,31177,1,27,27,54,3,1,4,13,18,2,1556400,40000,0,0,26,83,0.025700334104343355,0,1516400
20149,31176,1,27,27,54,3,1,4,13,18,2,1037600,55000,0,0,26,84,0.05300693909020817,0,982600
20151,31182,1,18,18,55,1,1,4,13,18,2,1297000,18000,0,0,17,85,0.013878180416345412,0,1279000
20178,31225,1,18,18,56,1,1,4,13,18,2,1167300,18000,0,0,17,86,0.015420200462606014,0,1149300
20151,31180,1,18,18,55,1,1,4,13,18,2,1297000,18000,0,0,17,87,0.013878180416345412,0,1279000
20162,31202,1,18,18,55,1,1,4,13,18,2,1167300,22000,0,0,17,88,0.01884691167651846,0,1145300
20162,31201,1,18,18,55,1,1,4,13,18,2,1037600,18000,0,0,17,89,0.017347725520431765,0,1019600
20151,31181,1,18,18,55,1,1,4,13,18,2,1037600,18000,0,0,17,90,0.017347725520431765,0,1019600
20221,31299,1,4,4,57,3,1,4,13,18,2,1167300,22000,0,178200,3,91,0.01884691167651846,0,1145300
20164,31207,1,3,3,58,3,1,4,13,18,2,1556400,22000,0,0,2,92,0.014135183757388847,0,1534400
20167,31210,1,2,2,1638,1,1,4,13,18,2,1426700,20000,0,0,1,93,0.014018364056914558,0,1406700
20167,31211,1,2,2,1638,1,1,4,13,18,2,1167300,16000,0,0,1,94,0.01370684485564979,0,1151300
20199,31260,1,2,2,61,3,3,4,13,18,15,1412400,40000,0,0,1,95,0.02832058906825262,0,1372400
20215,31287,1,5,5,585,1,1,4,14,19,2,811900,45000,0,0,4,96,0.055425545017859346,0,766900
20171,31216,1,18,18,63,1,1,4,14,19,2,649520,45000,0,0,17,97,0.06928193127232418,0,604520
20219,31297,1,6,6,2667,3,1,4,14,19,2,893090,55000,0,0,5,98,0.0615839389087326,0,838090
20257,31357,1,23,23,65,1,3,4,14,19,10,831600,55000,0,0,22,99,0.06613756613756613,0,776600
20237,31323,1,14,14,68,3,3,4,14,19,19,841200,55000,0,0,13,100,0.06538278649548264,0,786200
20216,31290,1,13,13,68,3,3,4,14,19,10,710100,50000,0,0,12,101,0.07041261794113506,0,660100
20216,31288,1,13,13,68,3,3,4,14,19,10,867900,40000,0,0,12,102,0.04608825901601567,0,827900
20237,31327,1,14,14,68,3,3,4,14,19,19,629000,55000,0,0,13,103,0.08744038155802862,0,574000
20237,31325,1,14,14,68,3,3,4,14,19,19,841200,60000,0,0,13,104,0.07132667617689016,0,781200
20216,31292,1,13,13,68,3,3,4,14,19,10,566400,40000,0,0,12,105,0.07062146892655367,0,526400
20228,31310,1,6,6,70,1,1,4,6,20,13,1110890,55000,0,0,5,106,0.049509852460639665,0,1055890
20228,31312,1,6,6,70,1,1,4,6,20,13,1211880,40000,0,0,5,107,0.033006568307093115,0,1171880
20212,31281,1,17,17,71,1,1,4,6,20,1,1019120,18000,0,0,16,108,0.017662296883585837,0,1001120
20260,31361,1,62,62,72,3,3,4,6,20,6,1775400,40000,0,0,61,109,0.022530134054297622,0,1735400
20187,31236,1,24,24,851,1,3,4,6,20,6,1350000,0,0,0,23,110,0.0,0,1350000
20189,31241,1,24,24,851,1,3,4,6,20,6,1485000,0,0,0,23,111,0.0,0,1485000
20256,31356,1,57,57,74,1,3,4,6,20,16,1207000,0,0,0,56,112,0.0,0,1207000
20174,31220,1,3,3,10,1,3,4,6,20,20,1838700,0,0,0,2,113,0.0,0,1838700
20211,31280,1,34,34,1240,3,2,5,9,21,5,1228000,16000,0,0,33,114,0.013029315960912053,0,1212000
20243,31334,1,6,6,76,1,1,5,9,21,9,1172280,50000,0,217800,5,115,0.04265192616098543,0,1122280
20222,31300,1,3,3,21,1,1,5,9,21,9,781520,45000,0,0,2,116,0.05758010031733033,0,736520
20173,31219,1,2,2,77,1,1,5,1,22,13,700560,24000,0,158400,1,117,0.0342583076396026,0,676560
20234,31319,1,4,4,79,1,1,5,1,22,2,974280,55000,0,0,3,118,0.05645194399967155,0,919280
20234,31320,1,4,4,79,1,1,5,1,22,2,893090,55000,0,0,3,119,0.0615839389087326,0,838090
20142,31165,1,2,2,81,1,2,6,1,23,5,1073000,24000,0,0,1,120,0.022367194780987885,0,1049000
20142,31164,1,2,2,81,1,2,6,1,23,5,965700,24000,0,0,1,121,0.024852438645542093,0,941700
20181,31228,1,7,7,83,1,3,6,1,23,15,1009000,0,0,0,6,122,0.0,0,1009000
20181,31229,1,7,7,83,1,3,6,1,23,15,807200,0,0,0,6,123,0.0,0,807200
20147,31174,1,37,37,2487,1,3,6,1,23,12,1092000,55000,0,0,36,124,0.05036630036630037,0,1037000
20144,31168,1,22,22,85,1,3,6,1,23,16,1218800,0,50000,0,21,125,0.0,0,1168800
20144,31169,1,22,22,85,1,3,6,1,23,16,997200,0,0,0,21,126,0.0,0,997200
20143,31167,1,22,22,85,1,3,6,1,23,16,1108000,0,0,0,21,127,0.0,0,1108000
20145,31170,1,22,22,85,1,3,6,1,23,16,997200,0,0,0,21,128,0.0,0,997200
20143,31166,1,22,22,85,1,3,6,1,23,16,886400,0,0,0,21,129,0.0,0,886400
20145,31171,1,22,22,85,1,3,6,1,23,16,997200,0,0,0,21,130,0.0,0,997200
20196,31256,1,6,6,5735,3,2,7,9,24,5,1791600,0,0,0,5,131,0.0,0,1791600
20202,31263,1,6,6,5735,3,2,7,9,24,5,1493000,0,0,0,5,132,0.0,0,1493000
20214,31286,1,2,2,8178,2,1,7,1,25,11,829530,50000,0,0,1,133,0.060275095536026425,0,779530
20185,31233,1,4,4,88,3,1,7,1,25,2,871090,45000,0,0,3,134,0.05165941521541976,0,826090
20207,31272,1,6,6,5727,3,1,7,1,25,3,790160,50000,0,0,5,135,0.06327832337754379,0,740160
20207,31271,1,6,6,5727,3,1,7,1,25,3,987700,45000,0,0,5,136,0.045560392831831525,0,942700
20242,31333,1,2,2,90,2,3,7,1,25,7,1213600,0,0,0,1,137,0.0,0,1213600
20158,31197,1,2,2,306,3,2,8,9,26,5,1329600,22000,0,0,1,138,0.01654632972322503,0,1307600
20208,31274,1,24,24,311,1,3,8,1,27,15,1160400,0,0,0,23,139,0.0,0,1160400
20240,31331,1,4,4,92,1,4,8,1,27,12,1051380,60000,0,0,3,140,0.05706785367802317,0,991380
20213,31285,1,24,24,311,1,4,8,1,27,21,771120,50000,0,0,23,141,0.06484075111526091,0,721120
20246,31338,1,2,2,3916,2,3,9,1,28,22,3655200,0,40000,0,1,142,0.0,0,3615200
20247,31339,1,2,2,3916,3,3,9,1,28,22,3046000,0,0,0,1,143,0.0,0,3046000
20163,31206,1,20,20,55,1,3,10,1,29,15,1155600,60000,0,0,19,144,0.05192107995846314,0,1095600
20152,31183,1,20,20,55,1,3,10,1,29,15,1540800,55000,0,0,19,145,0.03569574247144341,0,1485800
20152,31185,1,20,20,55,1,3,10,1,29,15,1155600,45000,0,0,19,146,0.03894080996884735,0,1110600
20163,31204,1,20,20,55,1,3,10,1,29,15,1284000,40000,0,0,19,147,0.03115264797507788,0,1244000
20152,31184,1,20,20,55,1,3,10,1,29,15,1284000,50000,0,0,19,148,0.03894080996884735,0,1234000
20148,31175,1,3,3,95,1,3,10,1,29,15,1284000,50000,0,0,2,149,0.03894080996884735,0,1234000
20175,31222,1,6,6,97,3,1,11,15,30,13,700560,60000,0,0,5,150,0.08564576909900651,0,640560
20175,31221,1,6,6,97,3,1,11,15,30,13,700560,50000,0,0,5,151,0.07137147424917209,0,650560
20186,31234,1,5,5,98,1,3,11,8,31,16,1234800,55000,0,0,4,152,0.04454162617427924,0,1179800
20233,31318,1,26,26,65,1,1,11,1,32,1,1084700,20000,0,0,25,153,0.018438277864847422,0,1064700
20258,31358,1,26,26,65,1,1,11,1,32,17,1161700,22000,0,0,25,154,0.018937763622277698,0,1139700
20216,31289,1,17,17,68,3,3,11,1,32,19,801600,40000,0,0,16,155,0.0499001996007984,0,761600
20216,31293,1,17,17,68,3,3,11,1,32,19,600000,45000,0,0,16,156,0.075,0,555000
20216,31291,1,17,17,68,3,3,11,1,32,19,668000,45000,0,0,16,157,0.06736526946107785,0,623000
20237,31328,1,18,18,68,3,3,11,1,32,10,679000,55000,0,0,17,158,0.08100147275405008,0,624000
20170,31215,1,15,15,63,1,3,11,1,32,19,734800,45000,0,0,14,159,0.06124115405552531,0,689800
20237,31324,1,18,18,68,3,3,11,1,32,10,680400,50000,0,0,17,160,0.07348618459729571,0,630400
20237,31326,1,18,18,68,3,3,11,1,32,10,680400,55000,0,0,17,161,0.08083480305702528,0,625400
20172,31217,1,2,2,100,1,1,11,6,33,2,921900,60000,0,316800,1,162,0.06508298080052066,0,861900
20172,31218,1,2,2,100,1,1,11,6,33,2,737520,45000,0,0,1,163,0.06101529450048812,0,692520
20195,31255,1,2,2,6542,2,1,11,6,33,2,1106280,50000,0,237600,1,164,0.04519651444480602,0,1056280
20169,31214,1,2,2,100,3,1,11,6,33,2,1106280,40000,0,0,1,165,0.036157211555844816,0,1066280
20235,31321,1,4,4,102,1,1,11,6,33,11,1207690,40000,0,0,3,166,0.033121082396972736,0,1167690
20169,31213,1,2,2,100,3,1,11,6,33,2,921900,40000,0,356400,1,167,0.04338865386701377,0,881900
20150,31179,1,2,2,100,3,1,11,6,33,2,829710,55000,0,0,1,168,0.06628822118571549,0,774710
20150,31178,1,2,2,100,3,1,11,6,33,2,1014090,60000,0,435600,1,169,0.05916634618229151,0,954090
20160,31199,1,5,5,103,1,3,12,9,34,15,1205100,0,0,0,4,170,0.0,0,1205100
20161,31200,1,5,5,103,1,3,12,9,34,15,1472900,0,0,0,4,171,0.0,0,1472900
20228,31313,1,9,9,70,1,1,12,1,35,11,988110,20000,0,0,8,172,0.02024066146481667,0,968110
20146,31172,1,21,21,71,1,1,12,1,35,3,1067310,18000,0,0,20,173,0.016864828400371026,0,1049310
20157,31196,1,4,4,2478,1,1,12,1,35,11,988110,40000,0,0,3,174,0.04048132292963334,0,948110
20159,31198,1,4,4,2478,1,1,12,1,35,11,988110,50000,0,0,3,175,0.050601653662041675,0,938110
20261,31363,1,3,3,107,1,1,12,1,35,11,1317480,60000,0,0,2,176,0.045541488295837505,0,1257480
20261,31364,1,3,3,107,1,1,12,1,35,11,1207690,50000,0,0,2,177,0.04140135299621592,0,1157690
20261,31362,1,3,3,107,1,1,12,1,35,11,1317480,50000,0,0,2,178,0.03795124024653126,0,1267480
20343,31483,2,3,3,306,2,1,8,1,27,1,1379290,22000,0,0,1,179,0.015950235265970173,0,1357290
20318,31452,2,13,13,4373,1,1,8,1,27,13,1088890,50000,0,0,11,180,0.0459183204915097,0,1038890
20292,31413,2,13,13,4373,1,1,8,1,27,13,791920,40000,0,0,11,181,0.05051015254066067,0,751920
20343,31484,2,3,3,306,2,1,8,1,27,1,1504680,24000,0,0,1,182,0.015950235265970173,0,1480680
20343,31482,2,3,3,306,2,1,8,1,27,1,1253900,20000,0,0,1,183,0.015950235265970173,0,1233900
20292,31412,2,13,13,4373,1,1,8,1,27,13,989900,40000,0,0,11,184,0.04040812203252854,0,949900
20318,31454,2,13,13,4373,1,1,8,1,27,13,1088890,45000,0,0,11,185,0.041326488442358734,0,1043890
20343,31485,2,3,3,306,2,1,8,1,27,1,1379290,22000,45000,0,1,186,0.015950235265970173,0,1312290
20298,31422,2,8,8,115,1,1,7,1,25,13,770130,24000,0,0,6,187,0.03116356978691909,0,746130
20298,31423,2,8,8,115,1,1,7,1,25,13,684560,16000,0,0,6,188,0.02337267734018932,0,668560
20349,31492,2,21,22,116,3,1,3,1,3,11,1672330,45000,0,0,19,189,0.026908564697159052,0,1627330
20351,31495,2,4,4,3352,1,1,3,1,3,17,2295600,0,0,0,2,190,0.0,0,2295600
20307,31432,2,3,3,6455,1,1,3,1,3,23,2076900,0,0,0,1,191,0.0,0,2076900
20371,31528,2,6,6,119,1,1,13,1,36,3,1965600,18000,0,0,4,192,0.009157509157509158,0,1947600
20286,31403,2,6,6,120,1,1,5,1,22,2,649520,55000,0,0,4,193,0.08467791599950733,0,594520
20288,31405,2,3,3,121,1,1,5,1,22,2,811900,55000,0,326700,1,194,0.06774233279960586,0,756900
20275,31381,2,45,45,122,1,1,5,1,22,13,963270,18000,0,0,43,195,0.01868634962160142,0,945270
20279,31387,2,3,3,7565,2,1,5,1,22,2,730710,40000,0,0,1,196,0.05474127902998453,0,690710
20290,31407,2,3,3,121,1,1,5,1,22,2,974280,50000,0,297000,1,197,0.0513199490906105,0,924280
20278,31385,2,3,3,79,1,1,5,1,22,2,649520,45000,0,0,1,198,0.06928193127232418,0,604520
20373,31530,2,11,11,1539,1,1,5,1,22,13,875700,24000,0,0,9,199,0.027406646111682084,0,851700
20276,31383,2,5,5,125,1,1,11,1,32,3,1007700,60000,0,0,3,200,0.05954153021732658,0,947700
20334,31472,2,3,3,126,1,1,11,1,32,2,811900,60000,0,0,1,201,0.07390072669047912,0,751900
20293,31414,2,2,2,134,2,1,11,1,32,2,893090,55000,0,0,0,202,0.0615839389087326,0,838090
20287,31404,2,26,26,128,1,3,11,1,32,24,1328000,0,45000,0,24,203,0.0,0,1283000
20375,31534,2,4,4,131,1,1,11,1,32,2,649520,50000,0,0,2,204,0.07697992363591576,0,599520
20289,31406,2,10,10,130,3,3,11,1,32,10,631200,55000,0,0,8,205,0.08713561470215463,0,576200
20375,31533,2,4,4,131,1,1,11,1,32,2,649520,60000,0,0,2,206,0.0923759083630989,0,589520
20344,31486,2,5,5,132,1,1,11,1,32,3,1007700,50000,0,0,3,207,0.04961794184777216,0,957700
20369,31526,2,4,4,133,1,1,11,1,32,2,811900,40000,0,0,2,208,0.04926715112698608,0,771900
20293,31415,2,2,2,134,2,1,11,1,32,2,974280,40000,0,0,0,209,0.0410559592724884,0,934280
20333,31471,2,19,19,135,1,1,10,1,29,13,1133520,20000,0,0,17,210,0.017644152727786012,0,1113520
20317,31449,2,7,7,7432,1,1,14,1,37,13,941270,45000,0,0,5,211,0.0478077491049327,0,896270
20317,31450,2,7,7,7432,1,1,14,1,37,13,684560,55000,0,0,5,212,0.08034357835690079,0,629560
20330,31468,2,11,11,138,3,1,15,1,38,2,1082280,45000,0,0,9,213,0.0415788890120856,0,1037280
20315,31446,2,4,4,140,1,1,15,1,38,2,811710,55000,0,0,2,214,0.06775818950117653,0,756710
20348,31491,2,11,11,138,3,1,15,1,38,2,721520,55000,0,0,9,215,0.07622796318882359,0,666520
20315,31445,2,4,4,140,1,1,15,1,38,2,992090,50000,0,0,2,216,0.05039865334798254,0,942090
20355,31502,2,41,41,2988,1,1,2,1,2,3,1304490,50000,0,0,39,217,0.038329155455388696,0,1254490
20291,31411,2,41,41,2988,1,1,2,1,2,3,1185900,55000,0,0,39,218,0.04637827810102032,0,1130900
20281,31394,2,41,41,2988,1,1,2,1,2,3,1423080,60000,0,0,39,219,0.042162071000927566,0,1363080
20308,31434,2,40,40,144,1,1,2,1,2,3,1423080,55000,0,237600,38,220,0.0386485650841836,0,1368080
20291,31409,2,41,41,2988,1,1,2,1,2,3,1423080,60000,0,0,39,221,0.042162071000927566,0,1363080
20308,31436,2,40,40,144,1,1,2,1,2,3,1304490,50000,0,0,38,222,0.038329155455388696,0,1254490
20368,31520,2,77,77,197,1,3,12,1,35,12,956800,0,0,0,75,223,0.0,0,956800
20347,31490,2,13,13,3775,1,1,12,1,35,11,988110,22000,0,0,11,224,0.022264727611298336,0,966110
20342,31481,2,12,12,148,1,1,12,1,35,25,1309520,0,0,217800,10,225,0.0,0,1309520
20306,31431,2,69,69,72,3,3,12,1,35,12,1196000,20000,0,0,67,226,0.016722408026755852,0,1176000
20372,31529,2,4,4,1494,1,1,12,1,35,26,1548900,0,0,0,2,227,0.0,0,1548900
20335,31473,2,14,14,150,3,1,12,1,35,11,1207690,16000,0,0,12,228,0.013248432958789092,0,1191690
20358,31505,2,6,7,151,1,1,12,1,35,13,1211880,55000,0,0,4,229,0.04538403142225303,0,1156880
20296,31420,2,2,2,8543,2,1,12,1,35,11,1317480,40000,50000,0,0,230,0.030360992197225007,0,1227480
20368,31524,2,77,77,197,1,3,12,1,35,12,956800,0,0,0,75,231,0.0,0,956800
20303,31428,2,17,18,154,3,1,12,1,35,13,807920,55000,0,0,15,232,0.06807604713337954,0,752920
20313,31443,2,131,131,155,3,1,12,1,35,26,1239120,40000,0,0,129,233,0.0322809735941636,0,1199120
20299,31424,2,2,2,5641,2,1,12,1,35,11,988110,40000,0,0,0,234,0.04048132292963334,0,948110
20271,31375,2,2,2,157,2,3,1,1,1,15,888000,22000,0,0,0,235,0.024774774774774775,0,866000
20339,31477,2,10,10,158,1,3,1,1,1,10,819000,24000,0,0,8,236,0.029304029304029304,0,795000
20365,31515,2,4,4,159,1,1,1,1,1,2,974280,18000,0,0,2,237,0.01847518167261978,0,956280
20370,31527,2,3,3,2080,2,1,1,1,1,13,963270,55000,0,0,1,238,0.05709717939933767,0,908270
20336,31474,2,74,75,8115,3,2,4,9,11,5,1828800,60000,0,0,72,239,0.03280839895013123,0,1768800
20324,31461,2,2,3,7272,1,2,4,9,11,4,2015100,0,0,0,0,240,0.0,0,2015100
20337,31475,2,30,30,8115,1,1,4,9,11,3,1965600,16000,0,0,28,241,0.00814000814000814,0,1949600
20325,31463,2,7,7,168,3,3,5,9,21,12,1636000,0,0,0,5,242,0.0,0,1636000
20269,31373,2,3,3,170,3,1,5,9,21,9,879210,60000,0,198000,1,243,0.06824308185757669,0,819210
20294,31416,2,10,10,165,1,2,5,9,21,5,1228000,0,0,0,8,244,0.0,0,1228000
20323,31459,2,7,7,168,3,3,5,9,21,12,1636000,0,0,0,5,245,0.0,0,1636000
20323,31460,2,7,7,168,3,3,5,9,21,12,1636000,0,0,0,5,246,0.0,0,1636000
20325,31462,2,7,7,168,3,3,5,9,21,12,1799600,0,0,0,5,247,0.0,0,1799600
20353,31497,2,3,3,21,1,1,5,9,21,9,1074590,45000,0,237600,1,248,0.041876436594422056,0,1029590
20367,31519,2,6,6,169,3,1,5,9,21,9,976900,50000,0,0,4,249,0.051182311393182515,0,926900
20269,31372,2,3,3,170,3,1,5,9,21,9,781520,40000,0,198000,1,250,0.051182311393182515,0,741520
20354,31499,2,3,3,172,1,2,6,9,39,5,1325500,22000,0,0,1,251,0.016597510373443983,0,1303500
20354,31500,2,3,3,172,1,2,6,9,39,5,964000,16000,0,0,1,252,0.016597510373443983,0,948000
